



0.00837677	-0.0154661	0.0349391	0.999235	
0.012452	-0.0142298	0.0342835	0.999233	
0.0191763	-0.0141251	0.0366258	0.999045	
0.0201625	-0.016507	0.0373809	0.998961	
0.022931	-0.0184603	0.038641	0.998819	
0.0274395	-0.0206757	0.0396671	0.998622	
0.0377963	-0.0214169	0.0414091	0.998197	
0.0484398	-0.0212819	0.0411961	0.997749	
0.0547925	-0.023367	0.0399097	0.997426	
0.0616564	-0.024079	0.0392301	0.997035	
0.0689227	-0.0237836	0.039077	0.996573	
0.0775699	-0.0234278	0.0382964	0.995976	
0.0877732	-0.0233248	0.0371286	0.995175	
0.0998476	-0.0230432	0.0369645	0.994049	
0.113317	-0.0222068	0.0380443	0.992582	
0.127268	-0.0195354	0.0389672	0.99091	
0.142241	-0.0136437	0.0385131	0.988988	
0.157293	-0.00493684	0.0368431	0.986852	
0.172558	0.00598182	0.0347586	0.984368	
0.18866	0.0181927	0.0328254	0.981325	
0.205238	0.0307481	0.0308895	0.977741	
0.223345	0.0443699	0.0282242	0.97332	
0.241712	0.060473	0.0255416	0.968125	
0.259961	0.0794754	0.0238393	0.962048	
0.272169	0.102099	-0.00018844	0.956818	
0.290321	0.121937	0.00205133	0.949126	
0.308669	0.139741	0.00589746	0.94083	
0.320466	0.153945	-0.00383285	0.934659	
0.332598	0.1699	-0.0298918	0.927156	
0.349346	0.188326	-0.0243342	0.91755	
0.363647	0.207027	-0.0171548	0.908079	
0.376822	0.224071	-0.00874151	0.898733	
0.386372	0.235379	0.0114487	0.89173	
0.3996	0.246453	0.0183752	0.882748	
0.411804	0.255793	0.0237314	0.874313	
0.422987	0.264954	0.0265886	0.866126	
0.433926	0.272144	0.0274647	0.858424	
0.442083	0.275292	0.0364406	0.852906	
0.451402	0.274148	0.043189	0.848065	
0.462493	0.269754	0.0512645	0.843033	
0.475225	0.260675	0.0470423	0.839045	
0.489706	0.246691	0.0377166	0.835409	
0.507346	0.226873	0.0398782	0.830384	
0.523242	0.209462	0.0403892	0.825053	
0.534536	0.199087	0.0404357	0.820366	
0.545368	0.191076	0.0324586	0.815482	
0.556628	0.18241	0.0353484	0.809718	
0.565061	0.175201	0.0404015	0.80522	
0.569865	0.168324	0.0451594	0.803045	
0.573819	0.161157	0.0469946	0.801593	
0.578794	0.150189	0.0537873	0.799717	
0.588678	0.136501	0.0629148	0.794272	
0.598262	0.124024	0.0709297	0.78846	
0.604895	0.120244	0.0729981	0.783783	
0.611921	0.118679	0.0737933	0.778475	
0.623704	0.107856	0.0816151	0.76987	
0.640194	0.0877054	0.0967585	0.757032	
0.672211	0.0444764	0.131728	0.727188	
0.706935	0.00398466	0.162231	0.68841	
0.721196	-0.00996444	0.168294	0.671904	
0.72929	-0.0130928	0.1674	0.663281	
0.730868	-0.00348111	0.16064	0.663336	
0.726734	0.0170503	0.150303	0.670057	
0.718385	0.0427412	0.140103	0.68005	
0.707112	0.0685286	0.132345	0.691217	
0.693557	0.0933138	0.125849	0.703159	
0.677644	0.119179	0.119421	0.715775	
0.650167	0.16499	0.1115	0.733232	
0.626183	0.205262	0.105599	0.744722	
0.612888	0.22903	0.103335	0.749156	
0.602409	0.248661	0.101855	0.751596	
0.594803	0.2637	0.100646	0.75269	
0.580909	0.284309	0.0978668	0.756396	
0.568185	0.301769	0.0946495	0.759699	
0.562514	0.311505	0.0908591	0.760452	
0.559831	0.319216	0.0871529	0.759667	
0.555387	0.327582	0.0881557	0.759253	
0.549955	0.336108	0.0925682	0.758954	
0.544805	0.342281	0.0954533	0.759553	
0.542013	0.34581	0.0948209	0.76003	
0.541705	0.349587	0.0892106	0.759201	
0.540275	0.353977	0.0822589	0.758971	
0.537996	0.358909	0.0800176	0.758513	
0.537844	0.360281	0.0780093	0.75818	
0.537674	0.360918	0.0790761	0.757886	
0.536686	0.363176	0.0804091	0.757367	
0.535273	0.366506	0.0768869	0.757129	
0.53439	0.369745	0.0741468	0.756451	
0.53261	0.370455	0.0748731	0.757287	
0.531678	0.369373	0.0768995	0.758267	
0.532216	0.367972	0.07749	0.75851	
0.53263	0.366577	0.0756352	0.759082	
0.532369	0.365968	0.0739444	0.759725	
0.531903	0.365866	0.0734932	0.760145	
0.530862	0.365123	0.0747014	0.761111	
0.531319	0.363529	0.0764763	0.761379	
0.532365	0.360977	0.0755025	0.76196	
0.532384	0.359207	0.0741124	0.762919	
0.532428	0.359125	0.0711615	0.763207	
0.532035	0.358825	0.068716	0.763846	
0.533271	0.358364	0.0690139	0.763174	
0.534004	0.35674	0.0695743	0.763372	
0.533904	0.355547	0.0700236	0.763956	
0.534043	0.355617	0.0714437	0.763695	
0.533695	0.355655	0.0725856	0.763813	
0.533614	0.355246	0.0724102	0.764077	
0.533328	0.35472	0.074362	0.764333	
0.532915	0.353745	0.0745041	0.765059	
0.533288	0.353573	0.0761711	0.764714	
0.533245	0.353048	0.0752419	0.765079	
0.530932	0.352236	0.0782289	0.76676	
0.531336	0.351052	0.0769166	0.767156	
0.532474	0.350126	0.0771841	0.766763	
0.533199	0.349407	0.0774458	0.766561	
0.533855	0.348874	0.0767076	0.766421	
0.534925	0.348456	0.0753962	0.765995	
0.535071	0.347607	0.0751684	0.766302	
0.535455	0.347352	0.0752411	0.766142	
0.534787	0.346998	0.076693	0.766625	
0.535984	0.346647	0.0746303	0.766151	
0.535898	0.345727	0.0735284	0.766733	
0.536181	0.344732	0.0709818	0.767223	
0.535832	0.343648	0.0688658	0.768146	
0.536263	0.343386	0.0676628	0.768069	
0.53662	0.343346	0.0675613	0.767847	
0.538488	0.343584	0.0664869	0.766525	
0.539661	0.343754	0.0668188	0.765594	
0.539988	0.34322	0.0655003	0.765717	
0.540171	0.343286	0.0672504	0.765406	
0.539228	0.342823	0.0685488	0.766164	
0.538968	0.342246	0.068344	0.766623	
0.539253	0.342007	0.0690379	0.766467	
0.54044	0.342134	0.069213	0.765558	
0.540472	0.341327	0.0690097	0.765913	
0.540384	0.340141	0.0690415	0.7665	
0.539907	0.339248	0.0706711	0.767083	
0.54058	0.339153	0.0717007	0.766555	
0.541135	0.338969	0.0709065	0.766319	
0.541294	0.338526	0.0697102	0.766512	
0.54099	0.338324	0.0711181	0.766687	
0.541134	0.338231	0.0725265	0.766495	
0.540887	0.337881	0.073232	0.766756	
0.539862	0.337562	0.0763614	0.767313	
0.540068	0.337324	0.0749659	0.767411	
0.540208	0.33718	0.0740062	0.767469	
0.538772	0.335943	0.072695	0.769144	
0.538956	0.335709	0.072702	0.769117	
0.538593	0.335547	0.0732948	0.769385	
0.539437	0.335505	0.0714123	0.768989	
0.540184	0.335707	0.0707448	0.768438	
0.540318	0.335314	0.0686583	0.768705	
0.53973	0.335216	0.0703415	0.769008	
0.540364	0.335223	0.0695605	0.768631	
0.541059	0.335408	0.070184	0.768004	
0.540827	0.33472	0.067827	0.76868	
0.541548	0.334694	0.0663347	0.768313	
0.541597	0.334755	0.0677609	0.768128	
0.541857	0.334613	0.0700106	0.767804	
0.542329	0.334519	0.0716759	0.767358	
0.542687	0.334779	0.0722367	0.766939	
0.543168	0.334904	0.0702561	0.766728	
0.542729	0.334659	0.0696141	0.767204	
0.542406	0.334385	0.0690477	0.767603	
0.541977	0.33473	0.0729492	0.767395	
0.541984	0.335418	0.0750967	0.766882	
0.542472	0.335877	0.0741211	0.766431	
0.541562	0.336083	0.0767003	0.766731	
0.540427	0.335355	0.0772969	0.76779	
0.540707	0.335015	0.0777482	0.767695	
0.541041	0.33466	0.0778766	0.767602	
0.541856	0.33427	0.0749897	0.767484	
0.542742	0.33399	0.0723781	0.767231	
0.543002	0.33371	0.0720463	0.7672	
0.542727	0.333576	0.0748527	0.767185	
