0.00	34.00	5.00	13.00	13.00	9.00	1.00
0.00	36.00	4.00	10.00	14.00	9.00	2.00
3.00	35.00	5.00	9.00	13.00	8.00	1.00
3.00	34.00	6.00	7.00	16.00	7.00	1.00
0.00	6.00	0.00	1.00	22.00	8.00	0.00
1.00	-18.00	2.00	-2.00	23.00	9.00	-1.00
2.00	-13.00	2.00	1.00	21.00	9.00	-1.00
5.00	3.00	3.00	4.00	19.00	9.00	1.00
6.00	15.00	4.00	6.00	14.00	9.00	0.00
4.00	16.00	5.00	8.00	11.00	11.00	1.00
5.00	16.00	4.00	7.00	6.00	10.00	0.00
4.00	16.00	5.00	9.00	7.00	9.00	1.00
3.00	17.00	5.00	8.00	5.00	9.00	2.00
3.00	17.00	6.00	7.00	4.00	10.00	1.00
5.00	18.00	6.00	9.00	3.00	12.00	4.00
1.00	17.00	5.00	6.00	3.00	10.00	2.00
2.00	17.00	4.00	9.00	4.00	10.00	4.00
0.00	16.00	4.00	11.00	2.00	10.00	4.00
2.00	15.00	6.00	12.00	2.00	10.00	5.00
3.00	6.00	6.00	13.00	6.00	9.00	3.00
4.00	-8.00	3.00	14.00	13.00	10.00	3.00
3.00	-10.00	0.00	10.00	27.00	7.00	3.00
4.00	-2.00	1.00	11.00	31.00	9.00	3.00
2.00	0.00	0.00	10.00	26.00	8.00	3.00
3.00	4.00	0.00	10.00	18.00	10.00	1.00
2.00	8.00	-1.00	9.00	13.00	10.00	3.00
0.00	9.00	0.00	7.00	7.00	10.00	3.00
0.00	14.00	2.00	9.00	4.00	10.00	4.00
-1.00	20.00	1.00	8.00	2.00	9.00	2.00
0.00	18.00	1.00	7.00	1.00	10.00	2.00
2.00	17.00	-1.00	6.00	2.00	9.00	1.00
0.00	18.00	1.00	7.00	12.00	8.00	2.00
0.00	24.00	2.00	8.00	25.00	9.00	3.00
0.00	27.00	1.00	8.00	23.00	9.00	4.00
2.00	26.00	3.00	8.00	22.00	8.00	5.00
-1.00	26.00	4.00	7.00	18.00	8.00	4.00
3.00	27.00	5.00	9.00	13.00	10.00	6.00
2.00	30.00	5.00	7.00	7.00	9.00	4.00
5.00	33.00	8.00	8.00	5.00	12.00	5.00
5.00	31.00	8.00	8.00	3.00	12.00	2.00
1.00	21.00	5.00	4.00	-1.00	11.00	-2.00
-2.00	17.00	3.00	5.00	-2.00	10.00	0.00
0.00	14.00	5.00	6.00	0.00	10.00	-1.00
0.00	12.00	3.00	6.00	2.00	10.00	-1.00
0.00	11.00	0.00	9.00	4.00	8.00	-2.00
-1.00	11.00	1.00	9.00	7.00	9.00	2.00
-1.00	6.00	0.00	10.00	7.00	9.00	2.00
2.00	0.00	2.00	9.00	7.00	14.00	2.00
-1.00	3.00	0.00	11.00	8.00	15.00	3.00
-1.00	14.00	1.00	12.00	12.00	14.00	2.00
-2.00	22.00	0.00	11.00	15.00	10.00	2.00
-3.00	24.00	3.00	13.00	17.00	13.00	1.00
-1.00	26.00	2.00	15.00	20.00	14.00	1.00
1.00	27.00	4.00	13.00	0.00	13.00	2.00
1.00	28.00	3.00	10.00	-20.00	12.00	1.00
1.00	16.00	3.00	10.00	-12.00	11.00	2.00
3.00	9.00	2.00	10.00	5.00	12.00	3.00
5.00	14.00	2.00	11.00	23.00	11.00	1.00
3.00	17.00	6.00	12.00	48.00	13.00	4.00
1.00	13.00	5.00	10.00	66.00	10.00	2.00
0.00	6.00	5.00	11.00	73.00	11.00	1.00
-1.00	3.00	5.00	8.00	70.00	8.00	1.00
-1.00	6.00	5.00	7.00	52.00	10.00	2.00
-2.00	11.00	6.00	9.00	34.00	11.00	1.00
-5.00	8.00	4.00	6.00	17.00	9.00	1.00
